" Rijeka,  Croatia",1568.5,30.0
" Willemstad,  Curaçao",1439.5,33.583333333333336
" Nicosia,  Cyprus",1862.0,14.5
" Limassol,  Cyprus",1642.5,16.583333333333332
" Larnaca,  Cyprus",1642.5,16.583333333333332
" Copenhagen,  Denmark",944.0,15.833333333333334
" Aarhus,  Denmark",1519.0,18.666666666666668
" Odense,  Denmark",944.0,15.833333333333334
" Santo Domingo,  Dominican Republic",983.5,27.25
" Santiago de los Caballeros,  Dominican Republic",1076.0,27.183333333333334
" Santo Domingo Este,  Dominican Republic",983.5,27.25
" Quito,  Ecuador",1597.0,24.916666666666668
" Guayaquil,  Ecuador",1453.5,26.25
" Cuenca,  Ecuador",3904.5,36.06666666666667
" San Salvador,  El Salvador",823.0,18.8
" Santa Ana,  El Salvador",823.0,18.8
" San Miguel,  El Salvador",823.0,18.8
" Tallinn,  Estonia",1265.0,16.333333333333332
" Tartu,  Estonia",1265.0,16.333333333333332
" Narva,  Estonia",1265.0,16.333333333333332
" Suva,  Fiji",3368.5,19.8
" Lautoka,  Fiji",3368.5,19.8
" Nadi,  Fiji",3368.5,19.8
" Helsinki,  Finland",1213.0,13.833333333333334
" Espoo,  Finland",1213.0,13.833333333333334
" Tampere,  Finland",1213.0,13.833333333333334
" Paris,  France",900.5,14.083333333333334
" Marseille,  France",1447.0,17.583333333333332
" Lyon,  France",1297.0,17.166666666666668
" Papeete,  French Polynesia",2038.5,21.083333333333332
" Tbilisi,  Georgia",994.0,20.083333333333332
" Batumi,  Georgia",1678.5,15.333333333333334
" Berlin,  Germany",1108.0,17.583333333333332
" Hamburg,  Germany",1336.5,16.083333333333332
" Munich,  Germany",988.0,18.0
" Athens,  Greece",1126.0,22.916666666666668
" Thessaloniki,  Greece",2068.0,14.583333333333334
" Patras,  Greece",1126.0,22.916666666666668
" Hagåtña,  Guam",1231.0,17.583333333333332
" Guatemala City,  Guatemala",1055.5,20.916666666666668
" Mixco,  Guatemala",1055.5,20.916666666666668
" Villa Nueva,  Guatemala",1055.5,20.916666666666668
" Georgetown,  Guyana",3164.0,32.333333333333336
" Linden,  Guyana",1896.5,41.96666666666667
" New Amsterdam,  Guyana",1896.5,41.96666666666667
" Port-au-Prince,  Haiti",1765.0,32.21666666666667
" Carrefour,  Haiti",1765.0,32.21666666666667
" Delmas,  Haiti",1765.0,32.21666666666667
" San Pedro Sula,  Honduras",1204.5,33.8
" Choloma,  Honduras",1204.5,33.8
" Hong Kong,  Hong Kong",904.5,23.75
" Budapest,  Hungary",861.5,19.333333333333332
" Miskolc,  Hungary",973.0,19.916666666666668
" Reykjavik,  Iceland",1314.0,26.5
" Jakarta,  Indonesia",918.5,23.333333333333332
" Surabaya,  Indonesia",3893.0,27.333333333333332
" Bandung,  Indonesia",918.5,23.333333333333332
" Dublin,  Ireland",1059.0,17.5
" Cork,  Ireland",1485.5,22.583333333333332
" Limerick,  Ireland",1059.0,17.5
" Jerusalem,  Israel",1616.0,22.5
" Tel Aviv,  Israel",1616.0,22.5
" Haifa,  Israel",1616.0,22.5
" Rome,  Italy",1433.5,13.083333333333334
" Milan,  Italy",1055.5,18.583333333333332
" Naples,  Italy",1796.5,17.916666666666668
" Kingston,  Jamaica",1995.5,30.583333333333332
" Spanish Town,  Jamaica",1995.5,30.583333333333332
" Portmore,  Jamaica",1995.5,30.583333333333332
" Tokyo,  Japan",1104.5,12.833333333333334
" Yokohama,  Japan",1104.5,12.833333333333334
" Osaka,  Japan",996.0,19.833333333333332
" Almaty,  Kazakhstan",1064.0,20.416666666666668
" Bishkek,  Kyrgyzstan",1075.5,17.25
" Riga,  Latvia",1262.5,17.583333333333332
" Daugavpils,  Latvia",1262.5,17.583333333333332
" Liepāja,  Latvia",1262.5,17.583333333333332
" Maseru,  Lesotho",2783.5,37.166666666666664
" Vaduz,  Liechtenstein",1265.0,19.083333333333332
" Vilnius,  Lithuania",1221.5,17.75
" Klaipėda,  Lithuania",1221.5,17.75
" Kuala Lumpur,  Malaysia",863.0,22.916666666666668
" George Town,  Malaysia",906.0,26.916666666666668
" Valletta,  Malta",1863.5,17.166666666666668
" Port Louis,  Mauritius",2148.5,27.583333333333332
" Mexico City,  Mexico",850.5,16.916666666666668
" Ecatepec,  Mexico",850.5,16.916666666666668
" Tiraspol,  Moldova",1327.5,14.75
" Bălți,  Moldova",1327.5,14.75
" Ulaanbaatar,  Mongolia",1149.5,21.0
" Darkhan,  Mongolia",1149.5,21.0
" Erdenet,  Mongolia",1149.5,21.0
" Podgorica,  Montenegro",1636.0,16.083333333333332
" Herceg Novi,  Montenegro",1794.5,29.0
" Casablanca,  Morocco",1272.0,19.916666666666668
" Rabat,  Morocco",1815.5,18.75
" Fes,  Morocco",2581.0,26.516666666666666
" Amsterdam,  Netherlands",1028.0,13.833333333333334
" Rotterdam,  Netherlands",1028.0,13.833333333333334
" The Hague,  Netherlands",1028.0,13.833333333333334
" Nouméa,  New Caledonia",2563.5,26.916666666666668
" Managua,  Nicaragua",1271.0,32.96666666666667
" León,  Nicaragua",1271.0,32.96666666666667
" Matagalpa,  Nicaragua",1271.0,32.96666666666667
" Skopje,  North Macedonia",1262.0,14.833333333333334
" Bitola,  North Macedonia",1262.0,14.833333333333334
" Kumanovo,  North Macedonia",1262.0,14.833333333333334
" Saipan,  Northern Mariana Islands",1303.5,32.25
" Oslo,  Norway",928.0,16.916666666666668
" Bergen,  Norway",1160.5,18.0
" Stavanger,  Norway",1705.0,16.916666666666668
" Panama City,  Panama",1190.0,23.95
" San Miguelito,  Panama",1190.0,23.95
" Lima,  Peru",1267.0,22.75
" Arequipa,  Peru",2324.5,29.833333333333332
" Callao,  Peru",1267.0,22.75
" Quezon City,  Philippines",950.5,22.166666666666668
" Manila,  Philippines",950.5,22.166666666666668
" Davao City,  Philippines",1242.0,27.166666666666668
" Warsaw,  Poland",1351.5,12.916666666666666
" Kraków,  Poland",995.5,16.5
" Łódź,  Poland",1351.5,12.916666666666666
" Lisbon,  Portugal",1161.0,26.0
" Porto,  Portugal",1224.5,19.75
" Vila Nova de Gaia,  Portugal",1224.5,19.75
" San Juan,  Puerto Rico",1435.5,19.533333333333335
" Bayamón,  Puerto Rico",1435.5,19.533333333333335
" Carolina,  Puerto Rico",1435.5,19.533333333333335
" Doha,  Qatar",1379.0,19.583333333333332
" Saint-Denis,  Réunion",2466.5,31.833333333333332
" Bucharest,  Romania",878.0,31.75
" Cluj-Napoca,  Romania",1765.5,18.333333333333332
" Timișoara,  Romania",1647.5,16.916666666666668
" Dakar,  Senegal",1938.5,27.916666666666668
" Touba,  Senegal",1938.5,27.916666666666668
" Thies,  Senegal",1938.5,27.916666666666668
" Belgrade,  Serbia",977.5,36.833333333333336
" Novi Sad,  Serbia",1305.5,29.916666666666668
" Bratislava,  Slovakia",1029.0,20.083333333333332
" Košice,  Slovakia",1140.5,19.916666666666668
" Prešov,  Slovakia",1140.5,19.916666666666668
" Ljubljana,  Slovenia",1656.0,14.916666666666666
" Maribor,  Slovenia",1029.0,20.083333333333332
" Celje,  Slovenia",1656.0,14.916666666666666
" Johannesburg,  South Africa",1727.5,25.416666666666668
" Cape Town,  South Africa",1961.0,24.5
" Durban,  South Africa",2312.0,36.833333333333336
" Madrid,  Spain",991.0,20.083333333333332
" Barcelona,  Spain",1085.5,29.416666666666668
" Valencia,  Spain",1465.5,18.25
" Stockholm,  Sweden",1100.0,16.75
" Gothenburg,  Sweden",1199.5,21.333333333333332
" Malmö,  Sweden",944.0,15.833333333333334
" Zurich,  Switzerland",1116.5,25.25
" Geneva,  Switzerland",1010.5,27.5
" Basel,  Switzerland",4098.0,37.5
" Taipei,  Taiwan",770.0,19.166666666666668
" Kaohsiung,  Taiwan",1229.0,31.75
" Bangkok,  Thailand",983.0,22.833333333333332
" Tunis,  Tunisia",1263.0,33.833333333333336
" Sfax,  Tunisia",1472.5,23.666666666666668
" Sousse,  Tunisia",1472.5,23.666666666666668
" London,  United Kingdom",985.0,20.666666666666668
" Birmingham,  United Kingdom",1374.5,16.666666666666668
" Manchester,  United Kingdom",1045.0,17.666666666666668
" Montevideo,  Uruguay",2227.0,30.5
" Salto,  Uruguay",2227.0,30.5
" Ciudad de la Costa,  Uruguay",2227.0,30.5
" Port Vila,  Vanuatu",4311.0,31.133333333333333
" Mbabane,  Eswatini",3463.5,34.333333333333336
" Manzini,  Eswatini",3463.5,34.333333333333336
" Lobamba,  Eswatini",3463.5,34.333333333333336
