" Aarhus,  Denmark",993.5,29.416666666666668
" Odense,  Denmark",821.5,17.833333333333332
" Santo Domingo,  Dominican Republic",977.5,27.25
" Santiago de los Caballeros,  Dominican Republic",1076.0,27.183333333333334
" Santo Domingo Este,  Dominican Republic",977.5,27.25
" Quito,  Ecuador",1275.0,33.35
" Guayaquil,  Ecuador",1257.0,33.11666666666667
" Cuenca,  Ecuador",2401.5,41.233333333333334
" San Salvador,  El Salvador",823.0,18.8
" Santa Ana,  El Salvador",823.0,18.8
" San Miguel,  El Salvador",823.0,18.8
" Tallinn,  Estonia",1156.5,20.833333333333332
" Tartu,  Estonia",1156.5,20.833333333333332
" Narva,  Estonia",1156.5,20.833333333333332
" Suva,  Fiji",1885.0,40.18333333333333
" Lautoka,  Fiji",1885.0,40.18333333333333
" Nadi,  Fiji",1885.0,40.18333333333333
" Helsinki,  Finland",1181.0,30.5
" Espoo,  Finland",1181.0,30.5
" Tampere,  Finland",1181.0,30.5
" Paris,  France",765.5,34.083333333333336
" Marseille,  France",1185.5,18.2
" Lyon,  France",1239.0,20.0
" Papeete,  French Polynesia",1471.0,43.25
" Tbilisi,  Georgia",971.0,30.666666666666668
" Batumi,  Georgia",1678.5,27.416666666666668
" Berlin,  Germany",889.0,35.916666666666664
" Hamburg,  Germany",1116.0,28.5
" Munich,  Germany",790.5,43.75
" Athens,  Greece",962.0,41.166666666666664
" Thessaloniki,  Greece",1665.0,17.25
" Patras,  Greece",962.0,41.166666666666664
" Hagåtña,  Guam",1231.0,29.7
" Guatemala City,  Guatemala",866.5,32.65
" Mixco,  Guatemala",866.5,32.65
" Villa Nueva,  Guatemala",866.5,32.65
" Georgetown,  Guyana",3164.0,35.75
" Linden,  Guyana",1366.5,41.96666666666667
" New Amsterdam,  Guyana",1366.5,41.96666666666667
" Port-au-Prince,  Haiti",1203.0,32.21666666666667
" Carrefour,  Haiti",1203.0,32.21666666666667
" Delmas,  Haiti",1203.0,32.21666666666667
" San Pedro Sula,  Honduras",1204.5,33.8
" Choloma,  Honduras",1204.5,33.8
" Hong Kong,  Hong Kong",855.0,25.25
" Budapest,  Hungary",746.5,48.416666666666664
" Miskolc,  Hungary",964.0,19.916666666666668
" Reykjavik,  Iceland",1196.0,26.5
" Jakarta,  Indonesia",768.0,42.0
" Surabaya,  Indonesia",3499.0,27.833333333333332
" Bandung,  Indonesia",768.0,42.0
" Dublin,  Ireland",904.5,19.916666666666668
" Cork,  Ireland",1485.5,22.583333333333332
" Limerick,  Ireland",904.5,19.916666666666668
" Jerusalem,  Israel",1123.0,33.5
" Tel Aviv,  Israel",1123.0,33.5
" Haifa,  Israel",1123.0,33.5
" Rome,  Italy",728.5,46.583333333333336
" Milan,  Italy",934.0,36.11666666666667
" Naples,  Italy",1470.0,30.333333333333332
" Kingston,  Jamaica",1149.5,34.1
" Spanish Town,  Jamaica",1149.5,34.1
" Portmore,  Jamaica",1149.5,34.1
" Tokyo,  Japan",967.5,29.583333333333332
" Yokohama,  Japan",967.5,29.583333333333332
" Osaka,  Japan",905.0,26.75
" Almaty,  Kazakhstan",1001.5,30.0
" Bishkek,  Kyrgyzstan",1026.5,34.0
" Riga,  Latvia",1112.5,17.583333333333332
" Daugavpils,  Latvia",1112.5,17.583333333333332
" Liepāja,  Latvia",1112.5,17.583333333333332
" Maseru,  Lesotho",2783.5,40.083333333333336
" Vaduz,  Liechtenstein",945.5,25.25
" Vilnius,  Lithuania",1078.5,17.75
" Klaipėda,  Lithuania",1078.5,17.75
" Kuala Lumpur,  Malaysia",726.5,26.833333333333332
" George Town,  Malaysia",903.0,26.916666666666668
" Valletta,  Malta",1418.0,27.5
" Port Louis,  Mauritius",2005.0,33.833333333333336
" Mexico City,  Mexico",826.5,17.433333333333334
" Ecatepec,  Mexico",826.5,17.433333333333334
" Tiraspol,  Moldova",1270.5,27.416666666666668
" Bălți,  Moldova",1270.5,27.416666666666668
" Ulaanbaatar,  Mongolia",1078.0,21.0
" Darkhan,  Mongolia",1078.0,21.0
" Erdenet,  Mongolia",1078.0,21.0
" Podgorica,  Montenegro",1082.0,32.333333333333336
" Herceg Novi,  Montenegro",1573.0,29.666666666666668
" Casablanca,  Morocco",1192.0,68.25
" Rabat,  Morocco",1717.0,21.583333333333332
" Fes,  Morocco",1900.0,26.516666666666666
" Amsterdam,  Netherlands",761.0,56.916666666666664
" Rotterdam,  Netherlands",761.0,56.916666666666664
" The Hague,  Netherlands",761.0,56.916666666666664
" Nouméa,  New Caledonia",2225.5,26.916666666666668
" Managua,  Nicaragua",1151.5,32.96666666666667
" León,  Nicaragua",1151.5,32.96666666666667
" Matagalpa,  Nicaragua",1151.5,32.96666666666667
" Skopje,  North Macedonia",1073.5,36.416666666666664
" Bitola,  North Macedonia",1073.5,36.416666666666664
" Kumanovo,  North Macedonia",1073.5,36.416666666666664
" Saipan,  Northern Mariana Islands",1297.0,47.666666666666664
" Oslo,  Norway",863.5,29.583333333333332
" Bergen,  Norway",1115.5,18.0
" Stavanger,  Norway",1281.0,20.916666666666668
" Panama City,  Panama",1142.5,23.95
" San Miguelito,  Panama",1142.5,23.95
" Lima,  Peru",1261.0,27.766666666666666
" Arequipa,  Peru",2324.5,31.5
" Callao,  Peru",1261.0,27.766666666666666
" Quezon City,  Philippines",654.0,25.833333333333332
" Manila,  Philippines",654.0,25.833333333333332
" Davao City,  Philippines",955.5,33.583333333333336
" Warsaw,  Poland",881.0,36.333333333333336
" Kraków,  Poland",980.0,16.5
" Łódź,  Poland",881.0,36.333333333333336
" Lisbon,  Portugal",975.0,40.416666666666664
" Porto,  Portugal",1158.5,31.333333333333332
" Vila Nova de Gaia,  Portugal",1158.5,31.333333333333332
" San Juan,  Puerto Rico",920.0,25.216666666666665
" Bayamón,  Puerto Rico",920.0,25.216666666666665
" Carolina,  Puerto Rico",920.0,25.216666666666665
" Doha,  Qatar",1125.5,33.166666666666664
" Saint-Denis,  Réunion",2466.5,31.833333333333332
" Bucharest,  Romania",813.5,42.833333333333336
" Cluj-Napoca,  Romania",1239.0,26.583333333333332
" Timișoara,  Romania",1535.0,16.916666666666668
" Dakar,  Senegal",1610.0,39.916666666666664
" Touba,  Senegal",1610.0,39.916666666666664
" Thies,  Senegal",1610.0,39.916666666666664
" Belgrade,  Serbia",846.5,42.083333333333336
" Novi Sad,  Serbia",846.5,42.083333333333336
" Bratislava,  Slovakia",736.5,50.166666666666664
" Košice,  Slovakia",1131.5,19.916666666666668
" Prešov,  Slovakia",1131.5,19.916666666666668
" Ljubljana,  Slovenia",1655.5,22.833333333333332
" Maribor,  Slovenia",736.5,50.166666666666664
" Celje,  Slovenia",1655.5,22.833333333333332
" Johannesburg,  South Africa",1485.0,40.25
" Cape Town,  South Africa",1555.0,25.333333333333332
" Durban,  South Africa",2033.0,37.916666666666664
" Madrid,  Spain",839.0,36.0
" Barcelona,  Spain",760.0,38.86666666666667
" Valencia,  Spain",1315.0,21.083333333333332
" Stockholm,  Sweden",818.5,18.0
" Gothenburg,  Sweden",1173.0,26.583333333333332
" Malmö,  Sweden",821.5,17.833333333333332
" Zurich,  Switzerland",945.5,25.25
" Geneva,  Switzerland",983.5,43.833333333333336
" Basel,  Switzerland",3987.0,37.5
" Taipei,  Taiwan",769.5,37.55
" Kaohsiung,  Taiwan",1202.0,32.916666666666664
" Bangkok,  Thailand",780.0,30.75
" Tunis,  Tunisia",961.0,48.0
" Sfax,  Tunisia",961.0,48.0
" Sousse,  Tunisia",961.0,48.0
" London,  United Kingdom",824.5,30.666666666666668
" Birmingham,  United Kingdom",1163.5,20.583333333333332
" Manchester,  United Kingdom",978.5,21.0
" Montevideo,  Uruguay",1947.0,37.5
" Salto,  Uruguay",1947.0,37.5
" Ciudad de la Costa,  Uruguay",1947.0,37.5
" Port Vila,  Vanuatu",4311.0,31.133333333333333
" Mbabane,  Eswatini",3463.5,34.333333333333336
" Manzini,  Eswatini",3463.5,34.333333333333336
" Lobamba,  Eswatini",3463.5,34.333333333333336
